,season,episode,title,name,quote
868,1,2,The Aftermath,Josh,"Got you on that one, man."
869,1,2,The Aftermath,Liz,"Pbht!, Tracy, thank you so much for doing this. You totally saved me."
870,1,2,The Aftermath,Tracy,"You don't have to thank me, Lemon. We're a team now, like Batman and Robin,, like chicken and a chicken container."
871,1,2,The Aftermath,Liz,"Hey, where's your bathroom?"
872,1,2,The Aftermath,Tracy,Second door on the right.
873,1,2,The Aftermath,Josh,Let's do another one. Let's do another one.
874,1,2,The Aftermath,Liz,Hmm. That's weird.
875,1,2,The Aftermath,Liz,Wow.
876,1,2,The Aftermath,Maid,"iPor favor! iNo me dueles! iMe llamo Maria!, Please, calling Ted and Nancy Peabody!, You tell ""Who Dat Ninja""is on the boat!"
877,1,2,The Aftermath,Liz,What are you saying?
878,1,2,The Aftermath,Maid,"Tracy Jordan is on the boat!, He no see me!, I hidded from him... I hide from him!"
879,1,2,The Aftermath,Liz,"Oh, my God."
880,1,2,The Aftermath,Tracy,"It's Spanish for ""remember your mother."", I've taken this boat to Denver. You can have that Scotch. Grizz was in the Navy."
881,1,2,The Aftermath,Liz,It's not his boat!
882,1,2,The Aftermath,Police,"Sir, you need to disembark immediately!"
883,1,2,The Aftermath,Liz,This is not his boat! We got to get off this thing! This is not his boat!
884,1,2,The Aftermath,Police,Disembark immediately!
885,1,2,The Aftermath,Liz,Is this your boat?
886,1,2,The Aftermath,Police,Disembark immediately!
887,1,2,The Aftermath,Liz,Run! Jump! Get out of here!
888,1,2,The Aftermath,Liz,Good morning.
889,1,2,The Aftermath,Jack,Morning.
890,1,2,The Aftermath,Liz,Okay. You were right.
891,1,2,The Aftermath,Jack,I'm sorry?
892,1,2,The Aftermath,Liz,I can't do this. I can't manage these people. It was a disaster.
893,1,2,The Aftermath,Jack,What are you talking about? Everybody loved your little Lemon party.
894,1,2,The Aftermath,Jack,Nothing brings a team together like a harrowing experience.
895,1,2,The Aftermath,Jack,You pulled it off.
896,1,2,The Aftermath,Liz,Really? They bonded.
897,1,2,The Aftermath,Jack,Good job.
898,1,2,The Aftermath,Liz,Okay.
899,1,2,The Aftermath,Liz,I guess now I just have to read about how Tracy Jordan tried to steal a boat.
900,1,2,The Aftermath,Jack,No. I took care of that.
901,1,2,The Aftermath,Jack,The Peabodys will be getting some free rides in the NBC jet. There won't be anything in the papers.
902,1,2,The Aftermath,Liz,Really? What about this?
903,1,2,The Aftermath,Jack,"Well, I had to give them something."
904,1,2,The Aftermath,Jack,Don't worry. She's gonna love it.
905,1,2,The Aftermath,Liz,That's just insulting.
906,1,2,The Aftermath,Jenna,"Liz, Liz, did you see me in the Post?"
907,1,2,The Aftermath,Jenna,"Oh, my God. It's so embarrassing."
908,1,2,The Aftermath,Jenna,Look how thin I look.
909,1,2,The Aftermath,Jenna,And look how many e-mails I've gotten. It's not even 8:00 a. m. in L.A.
910,1,2,The Aftermath,Jenna,Oh! Should I call Stern?
911,1,2,The Aftermath,Jack,You're welcome.
912,1,8,The Breakup,Liz,Hey.
913,1,8,The Breakup,Dennis,"Hey, babe."
914,1,8,The Breakup,Liz,"Dennis, what are you doing?"
915,1,8,The Breakup,Dennis,I'm gonna mount a TV on your wall. I just can't find a stud.
916,1,8,The Breakup,Liz,So you made nine holes in my wall?
917,1,8,The Breakup,Dennis,"No, those are for the shelves, dummy. The TV is gonna go right here. It's gonna be awesome. It's gonna be like a hospital."
918,1,8,The Breakup,Liz,"Dennis, I don't want a hospital TV. I don't want a shelf."
919,1,8,The Breakup,Liz,Whose horse is that?
920,1,8,The Breakup,Dennis,That's my cousin Teddy's Great Dane.
921,1,8,The Breakup,Dennis,I told him I'd watch him for a couple weeks 'cause Teddy broke his ankle running from some black guys who pulled a gun on him.
922,1,8,The Breakup,Liz,Why is it important to tell me that the muggers were black?
923,1,8,The Breakup,Dennis,They weren't muggers. They were cops.
924,1,8,The Breakup,Liz,So why don't you just say he was running from some cops?
925,1,8,The Breakup,Dennis,"I don't know, I mean, you're a racist for assuming that they weren't cops."
926,1,8,The Breakup,Liz,You know I'm allergic to dogs.
927,1,8,The Breakup,Dennis,"Ah, allergies are all mental."
928,1,8,The Breakup,Liz,Hey.Who the hell is this?
929,1,8,The Breakup,Dennis,That's Teddy.
930,1,8,The Breakup,Liz,Get out. I want you out of here.
931,1,8,The Breakup,Dennis,You can't kick me out. I love you.
932,1,8,The Breakup,Liz,"No, no, get your stuff and get out. I'm not doing this anymore."
933,1,8,The Breakup,Dennis,You can't kick me out. I got squatter's rights.
934,1,8,The Breakup,Liz,Which is it... you love me or you got squatter's rights?
935,1,8,The Breakup,Dennis,I don't see why they're mutually exclusive.
936,1,8,The Breakup,Liz,Aargh!
937,1,8,The Breakup,Jenna,Thank you.
938,1,8,The Breakup,Jenna,"Oh, Liz, finally. It's about time you broke up with him. He's a complete loser."
939,1,8,The Breakup,Liz,"Oh, Jenna, don't say that. You know, he had some good moments."
940,1,8,The Breakup,Dennis,"Hey, I got doughnuts."
941,1,8,The Breakup,Dennis,"What's up, brown eyes? I made chili."
942,1,8,The Breakup,Dennis,Hey. You want to... want to order cheesesteaks?
943,1,8,The Breakup,Liz,I guess they were mostly food-related. But he was always nice to me.
944,1,8,The Breakup,Jenna,"Oh, that's okay. Cry it out, sister."
945,1,8,The Breakup,Liz,"No, I'm not crying. I'm allergic to the stupid Great Dane. That thing licked my eyes this morning."
946,1,8,The Breakup,Jenna,Wait a minute... Dennis and the dog are still in your apartment?
947,1,8,The Breakup,Liz,I gave him a week to find a new place.
948,1,8,The Breakup,Jenna,Ugh.
949,1,8,The Breakup,Liz,"No, but we're completely broken up."
950,1,8,The Breakup,Jenna,"If that's true, then I'm taking you out to celebrate... a girls' night. We'll meet some new people."
951,1,8,The Breakup,Liz,"Oh, you mean like at a discotheque?"
952,1,8,The Breakup,Jenna,"Oh, boy."
953,1,8,The Breakup,Jack,"So, when can we see each other again?"
954,1,8,The Breakup,Jack,"What are you wearing? Black dress? Black stockings? A funeral? Oh, I'm sorry."
955,1,8,The Breakup,Jack,"Okay. Let me call you back in an hour. Yeah, bye."
956,1,8,The Breakup,Jack,Why are you crying... did the Liberty lose again?
957,1,8,The Breakup,Liz,I'm not crying. I have allergies.
958,1,8,The Breakup,Jack,"Allergies are all in the mind, Lemon. I used to have a wicked peanut allergy, and now... witness."
959,1,8,The Breakup,Jack,"As I'm sure you surmised from that call, I'm seeing a woman of late."
960,1,8,The Breakup,Liz,"Yeah, who's the lucky lady?"
961,1,8,The Breakup,Jack,Let's just say she's a high-ranking African-American member of the Bush administration.
962,1,8,The Breakup,Liz,Are you dating Condoleezza Rice?
963,1,8,The Breakup,Jack,I'm not at liberty to say.
964,1,8,The Breakup,Jack,"The point is, my lady friend is an egghead, much like yourself, not my usual thing, and I need your advice."
965,1,8,The Breakup,Jack,We're having a lot of trouble connecting lately. She does a lot of traveling.
966,1,8,The Breakup,Liz,"Yeah, and it must be hard for her to get cellphone reception when she's so far up the president's butt."
967,1,8,The Breakup,Jack,"I'm choosing to ignore that remark on the basis that you are a godless, glassy-eyed Clintonista."
968,1,8,The Breakup,Jack,"Now, I wanted to get my friend something personal. Do you think that she would prefer this handsome attache, which says, ""You are a woman of substance and I respect you,"" or this collection of ladies' unmentionables with snaps and openings all over the place?"
969,1,8,The Breakup,Liz,Attache!
970,1,8,The Breakup,Jack,I see. Okay.
971,1,8,The Breakup,PA,"Jenna to the floor, please."
972,1,8,The Breakup,Frank,"Yeah, it's pretty good. But I think the boobs should swing more."
973,1,8,The Breakup,Tracy,"Yeah, then I could go, ""Rodney, don't make me come over there and beat you in the head with one of my boom-booms!"""
974,1,8,The Breakup,Frank,Yeah.
975,1,8,The Breakup,Toofer,This is just appalling.
976,1,8,The Breakup,Tracy,What's your problem?
977,1,8,The Breakup,Toofer,I just think it's demeaning for a black man to do drag.
978,1,8,The Breakup,Frank,"What? Everybody loves a dude in a dress. I mean, those were the best ""Bugs Bunnies."""
979,1,8,The Breakup,Toofer,"Frank, there are large pockets of African-American culture that Caucasians know nothing about. The stigma of drag is one of them."
980,1,8,The Breakup,TRacy,"Whatever. I played a woman before. ""honky Grandma Be Trippin""' made $96 million."
981,1,8,The Breakup,Toofer,"All I'm saying is, is drag is a way for Caucasians to emasculate you and make you seem nonthreatening."
982,1,8,The Breakup,Toofer,"We never would have stopped so low on ""Black Frasier."""
983,1,8,The Breakup,Josh,"""Black Frasier""?"
984,1,8,The Breakup,Fraiser,"Niles, this Beaujolais is impeccable. It's both fruity and precocious."
985,1,8,The Breakup,Frasier's Dad,That's not the only thing around here that's fruity and precocious.
986,1,8,The Breakup,Josh,"I never heard of ""Black Frasier."""
987,1,8,The Breakup,Tracy,What? It was huge on BET. Every Thursday night at about 9:00 or 9: 15.
988,1,8,The Breakup,Toofer,"Think about it, Tracy. All the best African-American comedians refuse to do drag. Chris Rock doesn't do it. Dr. Cosby doesn't do it."
989,1,8,The Breakup,Tracy,"Bernie Mac doesn't do it, 'cause he'd be ugly as hell."
990,1,8,The Breakup,Tracy,Forget it. I'm not wearing this dress. It's prejudicial.
991,1,8,The Breakup,Frank,Thanks a lot. Now what am I supposed to do with this sketch?
992,1,8,The Breakup,Josh,"I'll do it. I mean, my parents raised me as a girl for, like, 10 years. What? I told you guys that."
993,1,8,The Breakup,Tracy,That's our show for tonight! See you next week!
994,1,8,The Breakup,Jenna,Good night!
995,1,8,The Breakup,Toofer,"Okay. No, that's okay."
996,1,8,The Breakup,Liz,Sorry
997,1,8,The Breakup,Toofer,"All right, I'll see you later."
998,1,8,The Breakup,Jenna,Monday night is girls' night. I'm taking you out... 9:30.
999,1,8,The Breakup,Jenna,I know this great karaoke place where you can get a pedicure while you sing.
1000,1,8,The Breakup,Liz,"Oh, Jenna, I'll go anywhere, just, please, no more karaoke. Not after our last duet."
1001,1,8,The Breakup,Jenna,"When I'm right here, You need to be here, Not here, Here is embarrassing."
1002,1,8,The Breakup,Liz,"Okay, fine."
1003,1,8,The Breakup,Jack,I didn't say that. I said you're a beautiful woman. It wouldn't hurt to try something different with your hair.
1004,1,8,The Breakup,Liz,Check this out... I think Jack is dating Condi Rice.
1005,1,8,The Breakup,Jenna,"Oh, God! That's huge!"
1006,1,8,The Breakup,Jack,"Oh, no, no. I never said ""braces."" I said ""bonding."""
1007,1,8,The Breakup,Man,"Dude, that Shemanda character was the best thing of the night."
1008,1,8,The Breakup,Woman,What was her line? Say it again.
1009,1,8,The Breakup,Josh,"""Rodney! ""Don't make me come over there and beat on you with my boom-booms!"""
1010,1,8,The Breakup,Tracy,You burned me!
1011,1,8,The Breakup,Tracy,"There's nothing wrong with a black comedian wearing a dress! Eddie does it. Martin does it. Jamie Foxx, Flip Wilson. Whoopi Goldberg does it every day!"
1012,1,8,The Breakup,Tracy,You stole a franchise from me! Shemanda could have been a movie!
1013,1,8,The Breakup,Liz,"Okay, you need to write something great for him before this becomes a problem."
1014,1,8,The Breakup,Toofer,I wouldn't even know where to begin writing for a guy like that.
1015,1,8,The Breakup,Liz,Then write something with him.
1016,1,8,The Breakup,Tracy,Our comedy got to do more than make people laugh. Got to make people think.
1017,1,8,The Breakup,Tracy,"I want to hold a mirror up to society and then win world record for ""biggest mirror."""
1018,1,8,The Breakup,Frank,He's totally right.
1019,1,8,The Breakup,Tracy,Got to be raw!
1020,1,8,The Breakup,Toofer,"Uh-huh. I got a concept for a sketch I think you might like. You and Jenna play Sleestaks from ""Land of the Lost,"" and you're trying to get a small-business loan."
1021,1,8,The Breakup,Tracy,What?
1022,1,8,The Breakup,Toofer,"Because you want to open up a pancake house called ""Slee's Stacks."""
1023,1,8,The Breakup,Tracy,Are you black?!
1024,1,8,The Breakup,Liz,Jack? Is everything all right?
1025,1,8,The Breakup,Jack,I think I figured out why things have been so rocky with my lady friend.
1026,1,8,The Breakup,Liz,I'm on the street. I can barely hear you.
1027,1,8,The Breakup,Jack,"She's cheating on me, Liz. I think there's another man in the picture."
1028,1,8,The Breakup,Liz,"Are you sure, Jack? 'Cause she kind of seems like an honest lady."
1029,1,8,The Breakup,Jack,"I know what I know. Next time I see Putin, I'm gonna kick his teeth in."
1030,1,8,The Breakup,Toofer,"Oh! Here it is! ""lzzle... a suffix that can be used to take the place of anything."""
1031,1,8,The Breakup,Tracy,"Well, now you're just being patronizzle."
1032,1,8,The Breakup,Frank,You know who would love this argument? My racist grandfather.
1033,1,8,The Breakup,Tracy,I thought writing with you was gonna be like two brothers writing together. We're not even speaking the same language!
1034,1,8,The Breakup,Toofer,That's right. I'm speaking English.
1035,1,8,The Breakup,Frank,Just listen. Just listen.
1036,1,8,The Breakup,Tracy,"Come on. Who raised you? Standing there with your pants that fit, using a wallet, drinking Starbucks."
1037,1,8,The Breakup,Tracy,And what is this?
1038,1,8,The Breakup,Toofer,"That's my Harvard a capella group, The Crocodillos. I had a solo in ""Like a Prayer."""
1039,1,8,The Breakup,Tracy,"Come on. Where's your heritage? My brother, my homeboy, my n..."
1040,1,8,The Breakup,Jenna,"Hey, sorry I'm late."
1041,1,8,The Breakup,Liz,"Well, thank God you're here. This place is creeping me out.  don't think I can do this."
1042,1,8,The Breakup,Jenna,You're gonna be great.
1043,1,8,The Breakup,Jenna,They're cute. Do you think they're Wall Street guys?
1044,1,8,The Breakup,Liz,"Yeah, I think they're from the firm of Date Rape, Cokington, Cheeseball, and Jag."
1045,1,8,The Breakup,Jenna,You've got to give this a chance.
1046,1,8,The Breakup,Man,Excuse me. Is this seat taken?
1047,1,8,The Breakup,Liz,"Really, dude? I got to move my coat? There's like four empty seats down there. Can't you just be cool?"
1048,1,8,The Breakup,Jenna,That guy wanted to buy you a drink.
1049,1,8,The Breakup,Liz,Really? I already have a drink. Do you think he'd buy me mozzarella sticks?
1050,1,8,The Breakup,Jenna,What is the matter with you?
1051,1,8,The Breakup,Liz,I don't know. I'm just nervous and rusty.
1052,1,8,The Breakup,Jenna,"Well, just relax and be yourself."
1053,1,8,The Breakup,Jenna,"Can I have a martini, please? Hi."
1054,1,8,The Breakup,Liz,"Oh, he knows where Bin Laden is, come on! The Carlyle Group, the Unocal pipeline, the assassination of Olaf Palme? Come on. The proof is in the pudding."
1055,1,8,The Breakup,Liz,"Ooh, these are good."
1056,1,8,The Breakup,Liz,"Really, you think she looks like Jessica Simpson? You could put a long blond wig on a ferret and it would look like Jessica Simpson."
1057,1,8,The Breakup,Liz,"And by the way, Jessica Simpson would think that you are old and gross, so good luck with that."
1058,1,8,The Breakup,Liz,"I really didn't think I was gonna meet anybody tonight, but you and I have so much in common. Also, you have really pretty eyes. Oh, hi."
1059,1,8,The Breakup,Liz,I learned the truth at 17 That love was meant for beauty queens
1060,1,8,The Breakup,Man,"Hey, you're bumming us out!"
1061,1,8,The Breakup,,And high-school girls with clear-skinned smiles Who married young and then retired Whoa
1062,1,8,The Breakup,Liz,I thought bars were open till 4:00.
1063,1,8,The Breakup,Jenna,"Nope, 11:30. Let's get you to bed."
1064,1,8,The Breakup,Jack,"Uh, I see you've all met Norman from Human Resources. He tells me that Toofer has filed a harassment complaint against Tracy."
1065,1,8,The Breakup,Liz,What?
1066,1,8,The Breakup,Tracy,Now I have to attend sensitivity training.
1067,1,8,The Breakup,Jack,"What seems to be the problem, Toofer?"
1068,1,8,The Breakup,Toofer,Mr. Jordan called me... the N-word.
1069,1,8,The Breakup,Jack,And?
1070,1,8,The Breakup,Toofer,And I was really offended.
1071,1,8,The Breakup,Liz,Because...
1072,1,8,The Breakup,Toofer,Because it's a racial slur.
1073,1,8,The Breakup,Tracy,Brothers talk to other brothers like that. I was being friendly.
1074,1,8,The Breakup,Jack,"Yes, Toofer. You see, in the last decade or so, the African-American community has reappropriated that word as a way of depriving it of its meaning. Just don't try to tell my girlfriend that."
1075,1,8,The Breakup,Liz,"Yeah, Toofer, I really don't think Tracy was trying to offend you."
1076,1,8,The Breakup,Tracy,It's okay for us to use it with each other. You could call me that. It's a term of endearment.
1077,1,8,The Breakup,Toofer,"Look, I'm not trying to cause any trouble, and I confess, I appreciate what you do for the show. I want you to be my brother, my homeboy, my n..."
1078,1,8,The Breakup,All,Whoa! Whoa! Whoa! Whoa!
1079,1,8,The Breakup,Jack,This meeting is adjourned.
1080,1,8,The Breakup,Tracy,"Not cool, homey! You might as well spray me down with a fire hose."
1081,1,8,The Breakup,Liz,It just sounds so hateful coming from you! Ugh!
1082,1,8,The Breakup,Tracy,I wish to file a complaint.
1083,1,8,The Breakup,Dennis,Hey.
1084,1,8,The Breakup,Liz,"Dennis, what are you doing here?"
1085,1,8,The Breakup,Dennis,"Hey, I'm moving into my new apartment, so... I got one last thing to say to you, and then I'll be out of your life forever."
1086,1,8,The Breakup,Dennis,"""Dear Liz Lemon, While other women have bigger boobs than you, no woman has as big a heart. When I saw you getting ready to go out and get nailed by a bunch of guys last night, I knew for sure it was over between us. And for the first time since the '86 World Series, I cried. I cried like a big, dumb homo. And if it was up to me, we would be together forever. But there's a new thing called 'women's liberation,' which gives you women the right to choose, and you have chosen to abort me, and that I must live with. So tonight when you arrive home, I'll be gone. I officially renounce my squatter's rights. I'll always love you. Goodbye and good luck. I'll never forget you."
1087,1,8,The Breakup,Liz,And that is why we are no longer a couple.
1088,1,8,The Breakup,Frank,The guy just came in here and bared his soul to you.
1089,1,8,The Breakup,Cerie,"What are you, made of stone?"
1090,1,8,The Breakup,Liz,"Am I crazy? The guy's a disaster, right?"
1091,1,8,The Breakup,Jenna,"I-I don't know. I mean, he's a little bridge and tunnel, but you did say you had some good times."
1092,1,8,The Breakup,Liz,"No, no, no, no. He had his bad moments, too."
1093,1,8,The Breakup,Dennis,"Hey. Threesome? How about it, huh?"
1094,1,8,The Breakup,Jenna,"I'm just saying, after last night, maybe he's not such a bad choice."
1095,1,8,The Breakup,Liz,You are suggesting that I get back with Dennis.
1096,1,8,The Breakup,Jenna,"Maybe. Look, you're a writer. Write a list of Dennis' pros and cons."
1097,1,8,The Breakup,Jenna,It's a very helpful exercise. It's how I decided to get a scooter instead of a bike.
1098,1,8,The Breakup,Liz,Ah.
1099,1,8,The Breakup,Jack,"Well, you have to admit there's always time for Tony Blair, there's always time for Bashar al-Assad, but there's never any time for Jack Donaghy, and that's a problem. Go ahead. Take the call, yeah."
1100,1,8,The Breakup,Jack,"Hey, Dennis. You drop by to say hi to Liz?"
1101,1,8,The Breakup,Dennis,You mean the ex-future Mrs. Dennis? She dumped me again.
1102,1,8,The Breakup,Jack,I'm sorry to hear that.
1103,1,8,The Breakup,Dennis,"You try to make some people happy, but it doesn't work all the time."
1104,1,8,The Breakup,Jack,Tell me about it.
1105,1,8,The Breakup,Dennis,"What, you?"
1106,1,8,The Breakup,Jack,"I really can't go into details, but when my woman and I are together, it's mind-blowing."
1107,1,8,The Breakup,Jack,"It's... It's filthy, really."
1108,1,8,The Breakup,Dennis,"So, what's the problem?"
1109,1,8,The Breakup,Jack,She works all the time. She's always traveling. It's a headache. Who needs that? That's why I'm always dating 20-year-olds.
1110,1,8,The Breakup,Dennis,"Let me tell you about 20-year-olds, my friend. Half of them are 16."
1111,1,8,The Breakup,Dennis,"You want some advice? It's hard for alpha males ike you and me to put our egos aside, but if she's worth it, you make it work."
1112,1,8,The Breakup,Dennis,"It's like my cousin Teddy's dog. Sometimes, he just doesn't want to lick my feet. So what I do is I hide my feet from him for a couple of days, and then when he sees them, he goes bananas."
1113,1,8,The Breakup,Dennis,"So, Jack, in this example, Liz is the dog, and I am my feet. You see what I'm saying?"
1114,1,8,The Breakup,Jack,"Yes, I believe I do."
1115,1,8,The Breakup,Dr. Snew,"Each of you is here because you were insensitive to a coworker, okay?"
1116,1,8,The Breakup,Dr. Snew,"You might have used one of the words I call the ""uh-oh"" words, such as ""slut,"" ""ho,"" uh, ""bitch,"" ""bee-yatch,"" ""queerburger,"" ""fag-o-tron,"" ""gay bird,"" the word for ""black"" in any language... nero, noir, schwartz, negro, kanjan sec. Hmm?"
1117,1,8,The Breakup,Dr. Snew,"So, what else? What else can we not call each other?"
1118,1,8,The Breakup,Man 1,"How about ""sweaty greaseball""?"
1119,1,8,The Breakup,Dr. Snew,"Ooh, very good. That's highly offensive."
1120,1,8,The Breakup,Man 2,"""Person of color."""
1121,1,8,The Breakup,Dr. Snew,I guess if you say it like that.
1122,1,8,The Breakup,Tracy,"""Sneaky Taiwanese trannie who stole my watch."""
1123,1,8,The Breakup,Dr. Snew,"Yes! These words are terrible, but today, we are going to learn to communicate in a different way."
1124,1,8,The Breakup,Dr. Snew,And I would like to start... with Tracy and James.
1125,1,8,The Breakup,Dr. Snew,"Guys? Now, I understand that the two of you got into a big, old conflict yesterday. And... let's work this out."
1126,1,8,The Breakup,Dr. Snew,"Tracy, what did you really want to say to James?"
1127,1,8,The Breakup,Tracy,I'm trying to tell him he's my brother. We're the only two blacks on the show. We have to figure out a way to work together.
1128,1,8,The Breakup,Tracy,"Like Professor Martin Luther King said, ""I have a feeling."""
1129,1,8,The Breakup,Toofer,"It is Dr. Martin Luther King, and he did not ""have a feeling."" He had a dream."
1130,1,8,The Breakup,Tracy,"Ah, dude wears khakis. Uncle Tom, party of one! Uncle Tom, party of one!"
1131,1,8,The Breakup,Toofer,You can't call someone that if you've never read the book!
1132,1,8,The Breakup,Tracy,What book?
1133,1,8,The Breakup,Tracy,"You know what I think? I think you're ashamed of being black, and you're an embarrassment to your community."
1134,1,8,The Breakup,Toofer,"I embarrass you? You embarrass me, and do you know why?"
1135,1,8,The Breakup,Toofer,"Because there are racist people in this world, and when they see you act like a fool, they assume we're all fools."
1136,1,8,The Breakup,Tracy,That's it! This is it! This is the sketch we should do!
1137,1,8,The Breakup,Toofer,What?
1138,1,8,The Breakup,Tracy,"Right here, you and me! This is deep stuff going on! We got to write this!"
1139,1,8,The Breakup,Toofer,You're right.
1140,1,8,The Breakup,Tracy,"Dr. Snew, thank you very much!"
1141,1,8,The Breakup,Dr. Snew,"Okay, okay, okay! That's really against the rules."
1142,1,8,The Breakup,Liz,"Dennis? Oh, my God."
1143,1,8,The Breakup,Liz,"""I know this might be emotional for you, so there's a meatball sub in the fridge."""
1144,1,8,The Breakup,Liz,"""Pro. Fixed TV."" Huh."
1145,1,8,The Breakup,Tracy,"Hello, I'm Star Jones, and welcome to ""The Star Jones Gastric-Bypass Cooking Show."" Mmm!"
1146,1,8,The Breakup,Toofer,"Liz, what happened to the race-relations sketch Tracy and I wrote?"
1147,1,8,The Breakup,Liz,"We only had time for one more bit, and Tracy picked this one."
1148,1,8,The Breakup,Tracy,"Now, you know I can only eat small portions! Oh, my goodness. Dessert!"
1149,1,8,The Breakup,Toofer,"Okay, he's right. This is funnier."
1150,1,8,The Breakup,Jack,Guess where I was last night.
1151,1,8,The Breakup,Liz,Mark Foley's pajama party?
1152,1,8,The Breakup,Jack,No. Kandahar.
1153,1,8,The Breakup,Liz,Afghanistan?
1154,1,8,The Breakup,Jack,Yeah. Took the corporate jet to hook up with my neocon inamorata.
1155,1,8,The Breakup,Liz,"Well, I'm glad things are working out for you and your mystery lady."
1156,1,8,The Breakup,Jack,"Actually, they're not. I broke up with her."
1157,1,8,The Breakup,Liz,Really? What happened?
1158,1,8,The Breakup,Jack,"Well, I finally realized that we're not compatible. I mean, I'm all for fantasy role-play, but Abu Ghraib?"
1159,1,8,The Breakup,Liz,"Well, you know, relationships end. People move on."
1160,1,8,The Breakup,Jack,But I'm glad at least I gave it a shot. Thank Dennis for making me do that.
1161,1,8,The Breakup,Liz,Dennis?
1162,1,8,The Breakup,Jack,"Yep. You know, I might have been too hard on that guy. He's okay."
1163,1,8,The Breakup,Liz,"Hmm. ""Jack likes Dennis."""
1164,1,8,The Breakup,Liz,"""Jack... likes... Dennis."""
1165,1,8,The Breakup,TV,"At Snapple, when young fruit ripen, they..."
1166,1,8,The Breakup,Liz,Hey.
1167,1,8,The Breakup,Dennis,"Hey. I just, um... I just wanted to drop off your Christmas present. I had already bought it for you, so..."
1168,1,8,The Breakup,Dennis,"It's a fancy briefcase because you're classy and important, like a dude."
1169,1,8,The Breakup,Liz,"Thank you, Dennis."
1170,1,8,The Breakup,Dennis,I also got you some antihistamine in case the next guy you're with has a dog and you want to stay with him. Anyway...
1171,1,8,The Breakup,Liz,Do you want to eat?
1172,1,8,The Breakup,Dennis,What?
1173,1,8,The Breakup,Liz,I got all this Chinese food. I'm never gonna finish it by myself.
1174,1,8,The Breakup,Dennis,For real? Should I grab a plate?
1175,1,8,The Breakup,Liz,Yeah. Get me a diet soda.
1176,1,8,The Breakup,Dennis,Okay.
1177,1,8,The Breakup,TV,"Good evening, and welcome to ""Dateline."" Chris Hansen has our latest investigation."
1178,1,8,The Breakup,Dennis,Hello?
1179,1,8,The Breakup,Chris Hansen,"Good evening, sir. I'm Chris Hansen with ""Dateline NBC."" Can I ask you what you're doing here?"
1180,1,8,The Breakup,Dennis,"Yeah, I'm here to boff some chick named Mary."
1181,1,8,The Breakup,Liz,"Oh, my God!"
1182,1,8,The Breakup,Chris Hansen,Do you know how old Mary is?
1183,1,8,The Breakup,Dennis,"22, I think."
1184,1,8,The Breakup,Dennis,"Crap. That girl said she was 16, but I swear to God, I could tell she was 22."
1185,1,8,The Breakup,Liz,Get out of my apartment!
1186,1,8,The Breakup,Dennis,This happened while we were broken up.
1187,1,8,The Breakup,Liz,"Oh, no, no, no. I was right about you!"
1188,1,8,The Breakup,Liz,"This is a con, by the way. You on ""Dateline"" is a con!"
1189,1,8,The Breakup,Dennis,You know what? I knew you wouldn't be cool about this. We're finished.
1190,1,8,The Breakup,Liz,You can't break up with me! I already broke up with you!
1191,1,8,The Breakup,Dennis,"Fine, then we agree to disagree!"
1192,1,5,Jack-Tor-Full,PA,"Tracy Jordan to the stage, please. Tracy to the stage."
1193,1,5,Jack-Tor-Full,Liz,"Hey, hey, hey. Where are you going? They're paging you for rehearsal."
1194,1,5,Jack-Tor-Full,Tracy,Rehearsal? We just did a show last week. I just came to pick up a paycheck.
1195,1,5,Jack-Tor-Full,Liz,"No, we do a show every Friday, Tracy."
1196,1,5,Jack-Tor-Full,Tracy,"It's not gonna work. Next Friday is Damon Dash's birthday party, and the Friday after that is an orgy over at Elizabeth..."
1197,1,5,Jack-Tor-Full,Liz,"Yeah, well, you're part of a team now, okay, so you have to be in the shows and you have to rehearse."
1198,1,5,Jack-Tor-Full,Liz,"And when you rehearse, Jenna would really like it... I would like it, too... if you would read exactly what's on the cue cards. It's making everybody crazy."
1199,1,5,Jack-Tor-Full,Tracy,Can't do it. I'm an improviser. My acting style is like jazz... jazz that you laugh at.
1200,1,5,Jack-Tor-Full,Liz,"Just try, okay?"
1201,1,5,Jack-Tor-Full,Liz,I have a meeting upstairs. I'll be right back.
1202,1,5,Jack-Tor-Full,Jenna,"Pete, do you remember that song I recorded last year when I was dating that Persian record producer?"
1203,1,5,Jack-Tor-Full,Pete,Oh... no.
1204,1,5,Jack-Tor-Full,Jenna,"It's a dance-pop-techno hybrid called ""Muffin Top."" I gave everybody copies at Christmas."
1205,1,5,Jack-Tor-Full,Pete,"Oh, yeah, right. I don't remember that."
1206,1,5,Jack-Tor-Full,Jenna,"Well, apparently, it's a number-one hit in Israel."
1207,1,5,Jack-Tor-Full,Pete,"Hey, Israel. Wow."
1208,1,5,Jack-Tor-Full,Jenna,"I noticed we had a couple minutes left, so I thought I could do it on the show."
1209,1,5,Jack-Tor-Full,Pete,"Okay, you can do the short version."
1210,1,5,Jack-Tor-Full,Jenna,"You should know that ""Muffin Top"" is number four in Belgium."
1211,1,5,Jack-Tor-Full,Pete,I said you could do it.
1212,1,5,Jack-Tor-Full,Jenna,Why not? Oh. I mean thank you.
1213,1,5,Jack-Tor-Full,Jack,"Hello. For over 100 years, G. E. has been imagining the future today."
